078520,에이블씨엔씨,기타 화학제품 제조업
078930,GS,기타 금융업
079160,CJ CGV,"영화, 비디오물, 방송프로그램 제작 및 배급업"
079430,현대리바트,가구 제조업
079550,LIG넥스원,무기 및 총포탄 제조업
079980,휴비스,화학섬유 제조업
081000,일진다이아,기타 화학제품 제조업
081660,휠라홀딩스,생활용품 도매업
082640,동양생명,보험업
082740,HSD엔진,일반 목적용 기계 제조업
083420,그린케미칼,기타 화학제품 제조업
084010,대한제강,1차 철강 제조업
084670,동양고속,육상 여객 운송업
084680,이월드,유원지 및 기타 오락관련 서비스업
084690,대상홀딩스,기타 금융업
084870,티비에이치글로벌,봉제의복 제조업
085310,엔케이,"구조용 금속제품, 탱크 및 증기발생기 제조업"
085620,미래에셋생명,보험업
086280,현대글로비스,기타 운송관련 서비스업
086790,하나금융지주,기타 금융업
088260,이리츠코크렙,부동산 임대 및 공급업
088350,한화생명,보험업
088790,진도,기타 전문 도매업
088980,맥쿼리인프라,신탁업 및 집합투자업
